member_id,item_id,score,subscription_start,subscription_end
raphael-france,hudson-green-mansions-romance,9.0,1920-04-30,1921-11-17
raphael-france,moore-lewis-seymour-women,9.0,1920-04-30,1921-11-17
raphael-france,whitman-leaves-grass,9.0,1920-04-30,1921-11-17
raphael-france,shaw-heartbreak-house-fantasia,9.0,1920-04-30,1921-11-17
raphael-france,norris-shanghaied,8.0,1920-04-30,1921-11-17
raphael-france,dane-legend,8.0,1920-04-30,1921-11-17
raphael-france,green-short-history-english,8.0,1920-04-30,1921-11-17
raphael-france,bennett-buried-alive,8.0,1920-04-30,1921-11-17
raphael-france,goldsmith-vicar-wakefield,8.0,1920-04-30,1921-11-17
raphael-france,conrad-youth-narrative,8.0,1920-04-30,1921-11-17
raphael-france,stephens-mary-mary,8.0,1920-04-30,1921-11-17
raphael-france,macaulay-potterism,8.0,1920-04-30,1921-11-17
raphael-france,de-quincey-confessions-english-opium,8.0,1920-04-30,1921-11-17
raphael-france,shaw-cashel-byrons-profession,8.0,1920-04-30,1921-11-17
raphael-france,frank-america,8.0,1920-04-30,1921-11-17
raphael-france,wassermann-worlds-illusion,7.0,1920-04-30,1921-11-17
raphael-france,conrad-nigger-narcissus,7.0,1920-04-30,1921-11-17
raphael-france,shaw-irrational-knot,7.0,1920-04-30,1921-11-17
raphael-france,dell-moon-calf,7.0,1920-04-30,1921-11-17
raphael-france,hardy-collected-poems-thomas,7.0,1920-04-30,1921-11-17
raphael-france,meredith-lord-ormont-aminta,7.0,1920-04-30,1921-11-17
raphael-france,galsworthy-saints-progress,7.0,1920-04-30,1921-11-17
raphael-france,kipling-kim,7.0,1920-04-30,1921-11-17
raphael-france,walpole-captives-novel-four,7.0,1920-04-30,1921-11-17
raphael-france,wilde-profundis,7.0,1920-04-30,1921-11-17
raphael-france,monro-contemporary-poets,7.0,1920-04-30,1921-11-17
raphael-france,dane-regiment-women,7.0,1920-04-30,1921-11-17
raphael-france,freud-totem-taboo,7.0,1920-04-30,1921-11-17
raphael-france,a-e-collected-poems,7.0,1920-04-30,1921-11-17
raphael-france,twain-adventures-huckleberry-finn,7.0,1920-04-30,1921-11-17
raphael-france,smith-trivia,7.0,1920-04-30,1921-11-17
raphael-france,dunsany-tales-wonder,7.0,1920-04-30,1921-11-17
raphael-france,pater-marius-epicurean,6.0,1920-04-30,1921-11-17
raphael-france,james-american,6.0,1920-04-30,1921-11-17
raphael-france,butler-note-books-samuel,6.0,1920-04-30,1921-11-17
raphael-france,lawrence-trespasser,6.0,1920-04-30,1921-11-17
raphael-france,wells-tono-bungay,6.0,1920-04-30,1921-11-17
raphael-france,mackenzie-passionate-elopement,6.0,1920-04-30,1921-11-17
raphael-france,wilde-picture-dorian-grey,6.0,1920-04-30,1921-11-17
raphael-france,conrad-nostromo-tale-seaboard,6.0,1920-04-30,1921-11-17
raphael-france,james-awkward-age,6.0,1920-04-30,1921-11-17
raphael-france,pound-pavannes-divisions,6.0,1920-04-30,1921-11-17
raphael-france,bridges-poetical-works,6.0,1920-04-30,1921-11-17
raphael-france,hergesheimer-java-head,6.0,1920-04-30,1921-11-17
raphael-france,stevenson-strange-case-dr,6.0,1920-04-30,1921-11-17
raphael-france,poe-tales-mystery-imagination,6.0,1920-04-30,1921-11-17
raphael-france,lowell-tendencies-modern-american,6.0,1920-04-30,1921-11-17
raphael-france,saintsbury-history-elizabethan-literature,6.0,1920-04-30,1921-11-17
raphael-france,conrad-rescue-romance-shallows,6.0,1920-04-30,1921-11-17
raphael-france,bradby-psycho-analysis-place,6.0,1920-04-30,1921-11-17
raphael-france,davies-autobiography-super-tramp,6.0,1920-04-30,1921-11-17
raphael-france,gissing-new-grub-street,6.0,1920-04-30,1921-11-17
raphael-france,synge-playboy-western-world,6.0,1920-04-30,1921-11-17
raphael-france,henderson-new-poetry-anthology,6.0,1920-04-30,1921-11-17
raphael-france,a-e-imaginations-reveries,6.0,1920-04-30,1921-11-17
raphael-france,chesterton-manalive,6.0,1920-04-30,1921-11-17
raphael-france,dunsany-five-plays,6.0,1920-04-30,1921-11-17
raphael-france,henry-four-million,5.0,1920-04-30,1921-11-17
raphael-france,wharton-age-innocence,5.0,1920-04-30,1921-11-17
raphael-france,beerbohm-even-now,5.0,1920-04-30,1921-11-17
raphael-france,barrie-kiss-cinderella,5.0,1920-04-30,1921-11-17
raphael-france,sandburg-smoke-steel,5.0,1920-04-30,1921-11-17
raphael-france,symons-william-blake,5.0,1920-04-30,1921-11-17
raphael-france,bennett-ghost,5.0,1920-04-30,1921-11-17
raphael-france,conrad-typhoon,5.0,1920-04-30,1921-11-17
raphael-france,shaw-john-bulls-island,5.0,1920-04-30,1921-11-17
raphael-france,shaw-unsocial-socialist,5.0,1920-04-30,1921-11-17
raphael-france,deirdre,5.0,1920-04-30,1921-11-17
raphael-france,gosse-father-study-two,5.0,1920-04-30,1921-11-17
raphael-france,pater-greek-studies-series,5.0,1920-04-30,1921-11-17
raphael-france,dickinson-greek-view-life,5.0,1920-04-30,1921-11-17
raphael-france,chesterton-orthodoxy,5.0,1920-04-30,1921-11-17
raphael-france,leacock-nonsense-novels,5.0,1920-04-30,1921-11-17
raphael-france,waugh-loom-youth,5.0,1920-04-30,1921-11-17
raphael-france,a-e-candle-vision,5.0,1920-04-30,1921-11-17
raphael-france,shakespeare-shakespeare,5.0,1920-04-30,1921-11-17
raphael-france,dickens-oliver-twist,5.0,1920-04-30,1921-11-17
raphael-france,schreiner-story-african-farm,5.0,1920-04-30,1921-11-17
raphael-france,barrie-admirable-crichton,5.0,1920-04-30,1921-11-17
raphael-france,conrad-victory-island-tale,5.0,1920-04-30,1921-11-17
raphael-france,de-la-mare-poems-1901-1908,5.0,1920-04-30,1921-11-17
raphael-france,galsworthy-mob,5.0,1920-04-30,1921-11-17
raphael-france,hergesheimer-three-black-pennys,5.0,1920-04-30,1921-11-17
raphael-france,bennett-married-life,5.0,1920-04-30,1921-11-17
raphael-france,stevenson-new-arabian-nights,5.0,1920-04-30,1921-11-17
raphael-france,macy-spirit-american-literature,5.0,1920-04-30,1921-11-17
raphael-france,renaissance-2,5.0,1920-04-30,1921-11-17
raphael-france,wells-outline-history,5.0,1920-04-30,1921-11-17
raphael-france,hardy-mayor-casterbridge,5.0,1920-04-30,1921-11-17
raphael-france,shaw-man-superman,5.0,1920-04-30,1921-11-17
raphael-france,percy-bysshe-shelley,4.0,1920-04-30,1921-11-17
raphael-france,wells-passionate-friends,4.0,1920-04-30,1921-11-17
raphael-france,shaw-androcles-lion,4.0,1920-04-30,1921-11-17
raphael-france,bennett-united-states,4.0,1920-04-30,1921-11-17
raphael-france,hazlitt-characters-shakespeares-plays,4.0,1920-04-30,1921-11-17
raphael-france,chesterton-victorian-age-literature,4.0,1920-04-30,1921-11-17
raphael-france,arnim-caravaners,4.0,1920-04-30,1921-11-17
raphael-france,henry-options,4.0,1920-04-30,1921-11-17
raphael-france,zangwill-children-ghetto-study,4.0,1920-04-30,1921-11-17
raphael-france,hammerton-george-meredith-life,4.0,1920-04-30,1921-11-17
raphael-france,merrick-paris-laughed-pranks,4.0,1920-04-30,1921-11-17
raphael-france,foster-coquette-history-eliza,4.0,1920-04-30,1921-11-17
raphael-france,swinnerton-george-gissing-critical,4.0,1920-04-30,1921-11-17
raphael-france,kipling-light-failed,4.0,1920-04-30,1921-11-17
raphael-france,meredith-evan-harrington,4.0,1920-04-30,1921-11-17
raphael-france,wilde-salome,4.0,1920-04-30,1921-11-17
raphael-france,butler-erewhon-revisited-twenty,4.0,1920-04-30,1921-11-17
raphael-france,dreiser-jennie-gerhardt,4.0,1920-04-30,1921-11-17
raphael-france,shaw-doctors-dilemma,4.0,1920-04-30,1921-11-17
raphael-france,ashford-young-visiters-mister,4.0,1920-04-30,1921-11-17
raphael-france,tagore-gitanjali,4.0,1920-04-30,1921-11-17
raphael-france,kaye-smith-green-apple-harvest,4.0,1920-04-30,1921-11-17
raphael-france,hundred-seventy-chinese,4.0,1920-04-30,1921-11-17
raphael-france,books-writers,4.0,1920-04-30,1921-11-17
raphael-france,gosse-diversions-man-letters,4.0,1920-04-30,1921-11-17
raphael-france,west-henry-james,4.0,1920-04-30,1921-11-17
raphael-france,gissing-house-cobwebs,4.0,1920-04-30,1921-11-17
raphael-france,hudson-crystal-age,4.0,1920-04-30,1921-11-17
raphael-france,saltus-paliser-case,4.0,1920-04-30,1921-11-17
raphael-france,kipling-diversity-creatures,4.0,1920-04-30,1921-11-17
raphael-france,george-strangers-wedding-comedy,4.0,1920-04-30,1921-11-17
raphael-france,hardy-return-native,4.0,1920-04-30,1921-11-17
raphael-france,galsworthy-plays,4.0,1920-04-30,1921-11-17
raphael-france,bradley-oxford-lectures-poetry,4.0,1920-04-30,1921-11-17
raphael-france,moore-muslin,4.0,1920-04-30,1921-11-17
raphael-france,wells-history-mr-polly,4.0,1920-04-30,1921-11-17
raphael-france,jerome-three-men-bummel,4.0,1920-04-30,1921-11-17
raphael-france,bennett-pretty-lady,4.0,1920-04-30,1921-11-17
raphael-france,masters-spoon-river-anthology,4.0,1920-04-30,1921-11-17
raphael-france,murry-evolution-intellectual,4.0,1920-04-30,1921-11-17
raphael-france,jerome-passing-third-floor,4.0,1920-04-30,1921-11-17
raphael-france,wright-life-walter-pater,3.0,1920-04-30,1921-11-17
raphael-france,hearn-glimpses-unfamiliar-japan,3.0,1920-04-30,1921-11-17
raphael-france,fitzgerald-side-paradise,3.0,1920-04-30,1921-11-17
raphael-france,johnston-mrs-warrens-daughter,3.0,1920-04-30,1921-11-17
raphael-france,galsworthy-justice,3.0,1920-04-30,1921-11-17
raphael-france,lodge-raymond-life-death,3.0,1920-04-30,1921-11-17
raphael-france,howe-synge-critical-study,3.0,1920-04-30,1921-11-17
raphael-france,hergesheimer-gold-iron,3.0,1920-04-30,1921-11-17
raphael-france,shaw-misalliance,3.0,1920-04-30,1921-11-17
raphael-france,ransome-oscar-wilde-critical,3.0,1920-04-30,1921-11-17
raphael-france,sinclair-brass-check,3.0,1920-04-30,1921-11-17
raphael-france,chesterton-heretics,3.0,1920-04-30,1921-11-17
raphael-france,synge-tinkers-wedding,3.0,1920-04-30,1921-11-17
raphael-france,richmond-times-literary-supplement,3.0,1920-04-30,1921-11-17
raphael-france,dunsany-fifty-one-tales,3.0,1920-04-30,1921-11-17
raphael-france,green-filigree-ball-full,3.0,1920-04-30,1921-11-17
raphael-france,whistler-gentle-art-making,3.0,1920-04-30,1921-11-17
raphael-france,dell-hundredth-chance,3.0,1920-04-30,1921-11-17
raphael-france,bennett-anna-five-towns,3.0,1920-04-30,1921-11-17
raphael-france,wells-boon,3.0,1920-04-30,1921-11-17
raphael-france,empty-house,3.0,1920-04-30,1921-11-17
raphael-france,nogami-japanese-noh-plays,3.0,1920-04-30,1921-11-17
raphael-france,james-roderick-hudson,3.0,1920-04-30,1921-11-17
raphael-france,dickens-old-curiosity-shop,3.0,1920-04-30,1921-11-17
raphael-france,georgian-poetry,3.0,1920-04-30,1921-11-17
raphael-france,gibbs-street-adventure,3.0,1920-04-30,1921-11-17
raphael-france,james-house-novel,3.0,1920-04-30,1921-11-17
raphael-france,norris-brass-novel-marriage,3.0,1920-04-30,1921-11-17
raphael-france,meredith-tragic-comedians-study,3.0,1920-04-30,1921-11-17
raphael-france,note-books,3.0,1920-04-30,1921-11-17
raphael-france,wells-love-mr-lewisham,3.0,1920-04-30,1921-11-17
raphael-france,kipling-many-inventions,3.0,1920-04-30,1921-11-17
raphael-france,cannan-stucco-house,3.0,1920-04-30,1921-11-17
raphael-france,santayana-interpretations-poetry-religion,3.0,1920-04-30,1921-11-17
raphael-france,meredith-letters-george-meredith,3.0,1920-04-30,1921-11-17
raphael-france,hardy-lifes-little-ironies,3.0,1920-04-30,1921-11-17
raphael-france,gissing-private-papers-henry,3.0,1920-04-30,1921-11-17
raphael-france,santayana-little-essays-drawn,3.0,1920-04-30,1921-11-17
raphael-france,hearn-japan-attempt-interpretation,3.0,1920-04-30,1921-11-17
raphael-france,gosse-french-profiles,3.0,1920-04-30,1921-11-17
raphael-france,gardner-william-blake-man,3.0,1920-04-30,1921-11-17
raphael-france,butler-humour-homer-essays,3.0,1920-04-30,1921-11-17
raphael-france,chekhov-black-monk,3.0,1920-04-30,1921-11-17
raphael-france,dreiser-titan,3.0,1920-04-30,1921-11-17
raphael-france,chesterton-magic-fantastic-comedy,3.0,1920-04-30,1921-11-17
raphael-france,gilbert-bab-ballads,3.0,1920-04-30,1921-11-17
raphael-france,eastman-enjoyment-poetry,3.0,1920-04-30,1921-11-17
raphael-france,bennett-matador-five-towns,3.0,1920-04-30,1921-11-17
raphael-france,gosse-books-table,3.0,1920-04-30,1921-11-17
raphael-france,couperus-twilight-souls,3.0,1920-04-30,1921-11-17
raphael-france,tagore-king-dark-chamber,3.0,1920-04-30,1921-11-17
raphael-france,kipling-wee-willie-winkie,3.0,1920-04-30,1921-11-17
raphael-france,shakespeare-songs-sonnets,3.0,1920-04-30,1921-11-17
raphael-france,tagore-gardener,3.0,1920-04-30,1921-11-17
raphael-france,hearn-east-reveries-studies,2.0,1920-04-30,1921-11-17
raphael-france,road-2,2.0,1920-04-30,1921-11-17
raphael-france,gilman-man-made-world,2.0,1920-04-30,1921-11-17
raphael-france,keynes-economic-consequences-peace,2.0,1920-04-30,1921-11-17
raphael-france,swinburne-selections-algernon-charles,2.0,1920-04-30,1921-11-17
raphael-france,tagore-nationalism,2.0,1920-04-30,1921-11-17
raphael-france,stevenson-across-plains,2.0,1920-04-30,1921-11-17
raphael-france,jerome-diary-pilgrimage,2.0,1920-04-30,1921-11-17
raphael-france,thackeray-four-georges-english,2.0,1920-04-30,1921-11-17
raphael-france,flexner-prostitution-europe,2.0,1920-04-30,1921-11-17
raphael-france,merrick-love-flies-o,2.0,1920-04-30,1921-11-17
raphael-france,james-sense-past,2.0,1920-04-30,1921-11-17
raphael-france,galsworthy-chancery-forsyte-saga,2.0,1920-04-30,1921-11-17
raphael-france,james-letters-henry-james,2.0,1920-04-30,1921-11-17
raphael-france,sandburg-cornhuskers,2.0,1920-04-30,1921-11-17
raphael-france,chesterton-appreciations-criticisms-works,2.0,1920-04-30,1921-11-17
raphael-france,dell-second-country-france,2.0,1920-04-30,1921-11-17
raphael-france,wilkinson-new-voices-introduction,2.0,1920-04-30,1921-11-17
raphael-france,palmer-rudyard-kipling,2.0,1920-04-30,1921-11-17
raphael-france,abercrombie-speculative-dialogues,2.0,1920-04-30,1921-11-17
raphael-france,iron-age,2.0,1920-04-30,1921-11-17
raphael-france,jerome-idle-thoughts-idle,2.0,1920-04-30,1921-11-17
raphael-france,hardy-group-noble-dames,2.0,1920-04-30,1921-11-17
raphael-france,eagle-books-general-first,2.0,1920-04-30,1921-11-17
raphael-france,santayana-character-opinion-united,2.0,1920-04-30,1921-11-17
raphael-france,wilde-intentions,2.0,1920-04-30,1921-11-17
raphael-france,rossettis-poetical-works,2.0,1920-04-30,1921-11-17
raphael-france,gissing,2.0,1920-04-30,1921-11-17
raphael-france,haggard-history-adventure,2.0,1920-04-30,1921-11-17
raphael-france,de-la-mare-listeners-poems,2.0,1920-04-30,1921-11-17
raphael-france,okakura-book-tea,2.0,1920-04-30,1921-11-17
raphael-france,fiske-destiny-man-viewed,2.0,1920-04-30,1921-11-17
raphael-france,bennett-honeymoon-comedy-three,2.0,1920-04-30,1921-11-17
raphael-france,jerome-tommy-co,2.0,1920-04-30,1921-11-17
raphael-france,hergesheimer-linda-condon,2.0,1920-04-30,1921-11-17
raphael-france,wells-russia-shadows,2.0,1920-04-30,1921-11-17
raphael-france,london-adventure,2.0,1920-04-30,1921-11-17
raphael-france,symonds-key-blue-prose,2.0,1920-04-30,1921-11-17
raphael-france,houghton-younger-generation,2.0,1920-04-30,1921-11-17
raphael-france,wilde-happy-prince-tales,2.0,1920-04-30,1921-11-17
raphael-france,sayler-russian-theatre,2.0,1920-04-30,1921-11-17
raphael-france,davis-van-bibber-others,2.0,1920-04-30,1921-11-17
raphael-france,jones-samuel-butler,2.0,1920-04-30,1921-11-17
raphael-france,du-bois-darkwater-voices-within,2.0,1920-04-30,1921-11-17
raphael-france,wells-new-worlds-old,2.0,1920-04-30,1921-11-17
raphael-france,rosenfeld-musical-portraits,2.0,1920-04-30,1921-11-17
raphael-france,kipling-poems-stories,2.0,1920-04-30,1921-11-17
raphael-france,london-night-born,2.0,1920-04-30,1921-11-17
raphael-france,freud,2.0,1920-04-30,1921-11-17
raphael-france,eagle-books-general-second,2.0,1920-04-30,1921-11-17
raphael-france,sanskrit-literature,2.0,1920-04-30,1921-11-17
raphael-france,john-galsworthy,2.0,1920-04-30,1921-11-17
raphael-france,hardy-greenwood-tree,2.0,1920-04-30,1921-11-17
raphael-france,de-la-mare-peacock-pie-book,2.0,1920-04-30,1921-11-17
raphael-france,beresford-h-g-wells,2.0,1920-04-30,1921-11-17
raphael-france,margaret-fuller,2.0,1920-04-30,1921-11-17
raphael-france,seeger-letters-diary-alan,2.0,1920-04-30,1921-11-17
raphael-france,chesterton-charles-dickens-critical,2.0,1920-04-30,1921-11-17
raphael-france,kipling-jungle-book,2.0,1920-04-30,1921-11-17
raphael-france,chekhov-chorus-girl-stories,2.0,1920-04-30,1921-11-17
raphael-france,sanger-woman-new-race,2.0,1920-04-30,1921-11-17
raphael-france,brooks-wine-puritans,2.0,1920-04-30,1921-11-17
raphael-france,carpenter-intermediate-sex,2.0,1920-04-30,1921-11-17
raphael-france,pope-rape-lock,2.0,1920-04-30,1921-11-17
raphael-france,child-thomas-hardy,2.0,1920-04-30,1921-11-17
raphael-france,wilde-critic-pall-mall,2.0,1920-04-30,1921-11-17
raphael-france,loving-fifty-contemporary-one,2.0,1920-04-30,1921-11-17
raphael-france,synge-deirdre-sorrows,2.0,1920-04-30,1921-11-17
raphael-france,walpole-joseph-conrad,2.0,1920-04-30,1921-11-17
raphael-france,wells-salvaging-civilization-probable,2.0,1920-04-30,1921-11-17
raphael-france,woolf-kew-gardens,2.0,1920-04-30,1921-11-17
raphael-france,robins-dark-lantern-story,2.0,1920-04-30,1921-11-17
raphael-france,hull-sheik,2.0,1920-04-30,1921-11-17
raphael-france,wells-soul-bishop,2.0,1920-04-30,1921-11-17
raphael-france,bennett-human-machine,2.0,1920-04-30,1921-11-17
raphael-france,synge,2.0,1920-04-30,1921-11-17
raphael-france,stopes-married-love-love,2.0,1920-04-30,1921-11-17
raphael-france,stevenson-virginibus-puerisque-papers,2.0,1920-04-30,1921-11-17
raphael-france,great-adventure,2.0,1920-04-30,1921-11-17
raphael-france,drinkwater-prose-papers,2.0,1920-04-30,1921-11-17
raphael-france,jerome-told-supper,2.0,1920-04-30,1921-11-17
raphael-france,reed-ten-days-shook,2.0,1920-04-30,1921-11-17
raphael-france,tagore-reminiscences,2.0,1920-04-30,1921-11-17
raphael-france,hardy-desperate-remedies,2.0,1920-04-30,1921-11-17
raphael-france,walt-whitmans-poems,2.0,1920-04-30,1921-11-17
raphael-france,wells-ann-veronica,2.0,1920-04-30,1921-11-17
raphael-france,kipling-just-stories,2.0,1920-04-30,1921-11-17
raphael-france,london-strength-strong,2.0,1920-04-30,1921-11-17
raphael-france,wells-mankind-making,2.0,1920-04-30,1921-11-17
raphael-france,coventry-patmore,2.0,1920-04-30,1921-11-17
raphael-france,stockton-casting-away-mrs,1.0,1920-04-30,1921-11-17
raphael-france,symons-plays-acting-music,1.0,1920-04-30,1921-11-17
raphael-france,picked-company,1.0,1920-04-30,1921-11-17
raphael-france,pound-exultations,1.0,1920-04-30,1921-11-17
raphael-france,flecker-collected-poems-james,1.0,1920-04-30,1921-11-17
raphael-france,gilmore-air,1.0,1920-04-30,1921-11-17
raphael-france,bennett-public-wants,1.0,1920-04-30,1921-11-17
raphael-france,bennett-sacred-profane-love,1.0,1920-04-30,1921-11-17
raphael-france,hardy-laodicean-story-day,1.0,1920-04-30,1921-11-17
raphael-france,eastman-colors-life-poems,1.0,1920-04-30,1921-11-17
raphael-france,darwin-origin-species,1.0,1920-04-30,1921-11-17
raphael-france,kennedy-mixed-company,1.0,1920-04-30,1921-11-17
raphael-france,soviet-russia,1.0,1920-04-30,1921-11-17
raphael-france,trent-history-american-literature,1.0,1920-04-30,1921-11-17
raphael-france,miscellany-american-unclear,1.0,1920-04-30,1921-11-17
raphael-france,noguchi-american-diary-japanese,1.0,1920-04-30,1921-11-17
raphael-france,davis-exiles-stories,1.0,1920-04-30,1921-11-17
raphael-france,p-barnum,1.0,1920-04-30,1921-11-17
raphael-france,abercrombie-thomas-hardy-critical,1.0,1920-04-30,1921-11-17
raphael-france,dickinson-european-anarchy,1.0,1920-04-30,1921-11-17
raphael-france,sabatini-scaramouche,1.0,1920-04-30,1921-11-17
raphael-france,conrad-twixt-land-sea,1.0,1920-04-30,1921-11-17
raphael-france,wells-mr-britling-sees,1.0,1920-04-30,1921-11-17
raphael-france,synge-riders-sea,1.0,1920-04-30,1921-11-17
raphael-france,bisland-life-letters-lafcadio,1.0,1920-04-30,1921-11-17
raphael-france,stevenson-familiar-studies-men,1.0,1920-04-30,1921-11-17
raphael-france,london-burning-daylight,1.0,1920-04-30,1921-11-17
raphael-france,essays-lectures,1.0,1920-04-30,1921-11-17
raphael-france,eastman-liberator,1.0,1920-04-30,1921-11-17
raphael-france,bosanquet-religion,1.0,1920-04-30,1921-11-17
raphael-france,oppenheim-hillman,1.0,1920-04-30,1921-11-17
raphael-france,wodehouse-mutual-child,1.0,1920-04-30,1921-11-17
raphael-france,bennett-literary-taste-form,1.0,1920-04-30,1921-11-17
raphael-france,pound-lustra,1.0,1920-04-30,1921-11-17
raphael-france,thompson-shelley,1.0,1920-04-30,1921-11-17
raphael-france,witter-bynner,1.0,1920-04-30,1921-11-17
raphael-france,howells-howells,1.0,1920-04-30,1921-11-17
raphael-france,soutar-equality-island,1.0,1920-04-30,1921-11-17
raphael-france,studio-book-number,1.0,1920-04-30,1921-11-17
raphael-france,aiken-turns-movies-tales,1.0,1920-04-30,1921-11-17
raphael-france,taylor-punch,1.0,1920-04-30,1921-11-17
raphael-france,sedgwick-third-window,1.0,1920-04-30,1921-11-17
raphael-france,lindsay-daniel-jazz-poems,1.0,1920-04-30,1921-11-17
raphael-france,cannan-time-eternity-tale,1.0,1920-04-30,1921-11-17
raphael-france,gilman-women-economics,1.0,1920-04-30,1921-11-17
raphael-france,key-love-marriage,1.0,1920-04-30,1921-11-17
raphael-france,synge-well-saints-play,1.0,1920-04-30,1921-11-17
raphael-france,crescent-moon,1.0,1920-04-30,1921-11-17
raphael-france,de-lanux-young-france-new,1.0,1920-04-30,1921-11-17
raphael-france,moore-hail-farewell,1.0,1920-04-30,1921-11-17
raphael-france,henry-villa-elsa,1.0,1920-04-30,1921-11-17
raphael-france,arthur-symons,1.0,1920-04-30,1921-11-17
raphael-france,lang-cock-lane-common,1.0,1920-04-30,1921-11-17
raphael-france,hudson-birds-town-village,1.0,1920-04-30,1921-11-17
raphael-france,arens-playboy-portfolio-art,1.0,1920-04-30,1921-11-17
raphael-france,hardy-changed-man,1.0,1920-04-30,1921-11-17
raphael-france,tagore-cycle-spring,1.0,1920-04-30,1921-11-17
raphael-france,cannan-mummery-tale-three,1.0,1920-04-30,1921-11-17
raphael-france,yeats,1.0,1920-04-30,1921-11-17
raphael-france,grey-rainbow-trail-romance,1.0,1920-04-30,1921-11-17
raphael-france,holding-invincible-minnie,1.0,1920-04-30,1921-11-17
raphael-france,chesterton-tremendous-trifles,1.0,1920-04-30,1921-11-17
raphael-france,martin-emmy-lou-book,1.0,1920-04-30,1921-11-17
raphael-france,man-king,1.0,1920-04-30,1921-11-17
raphael-france,dowson-dilemmas-stories-studies,1.0,1920-04-30,1921-11-17
raphael-france,schreiner-trooper-peter-halket,1.0,1920-04-30,1921-11-17
raphael-france,wharton-french-ways-meaning,1.0,1920-04-30,1921-11-17
raphael-france,davis-gallagher-stories,1.0,1920-04-30,1921-11-17
raphael-france,bennett-authors-craft,1.0,1920-04-30,1921-11-17
raphael-france,frankau-one-us-novel,1.0,1920-04-30,1921-11-17
raphael-france,tagore-mashi-stories,1.0,1920-04-30,1921-11-17
raphael-france,shaw-fannys-first-play,1.0,1920-04-30,1921-11-17
raphael-france,woolf-mark-wall,1.0,1920-04-30,1921-11-17
