member_id,item_id,score,subscription_start,subscription_end
raphael-france,schreiner-trooper-peter-halket,1,1920-04-30,1921-11-17
raphael-france,sedgwick-third-window,1,1920-04-30,1921-11-17
raphael-france,shaw-philanderer,1,1920-04-30,1921-11-17
raphael-france,bennett-old-wives-tale,1,1920-04-30,1921-11-17
raphael-france,bennett-pretty-lady,1,1920-04-30,1921-11-17
raphael-france,shaw-love-among-artists,1,1920-04-30,1921-11-17
raphael-france,shaw-john-bulls-island,1,1920-04-30,1921-11-17
raphael-france,shaw-irrational-knot,1,1920-04-30,1921-11-17
raphael-france,bennett-public-wants,1,1920-04-30,1921-11-17
raphael-france,shaw-fannys-first-play,1,1920-04-30,1921-11-17
raphael-france,bennett-sacred-profane-love,1,1920-04-30,1921-11-17
raphael-france,bennett-self-self-management,1,1920-04-30,1921-11-17
raphael-france,shaw-back-methuselah-metabiological,1,1920-04-30,1921-11-17
raphael-france,robins-dark-lantern-story,1,1920-04-30,1921-11-17
raphael-france,shakespeare-shakespeare,1,1920-04-30,1921-11-17
raphael-france,shadow,1,1920-04-30,1921-11-17
raphael-france,seeger-letters-diary-alan,1,1920-04-30,1921-11-17
raphael-france,rosenfeld-musical-portraits,1,1920-04-30,1921-11-17
raphael-france,dickinson-greek-view-life,1,1920-04-30,1921-11-17
raphael-france,robert-elizabeth-browning,1,1920-04-30,1921-11-17
raphael-france,murry-evolution-intellectual,1,1920-04-30,1921-11-17
raphael-france,oppenheim-hillman,1,1920-04-30,1921-11-17
raphael-france,blake-blakes-works,1,1920-04-30,1921-11-17
raphael-france,books-writers,1,1920-04-30,1921-11-17
raphael-france,norris-shanghaied,1,1920-04-30,1921-11-17
raphael-france,norris-brass-novel-marriage,1,1920-04-30,1921-11-17
raphael-france,bosanquet-religion,1,1920-04-30,1921-11-17
raphael-france,noguchi-american-diary-japanese,1,1920-04-30,1921-11-17
raphael-france,nogami-japanese-noh-plays,1,1920-04-30,1921-11-17
raphael-france,bradley-oxford-lectures-poetry,1,1920-04-30,1921-11-17
raphael-france,road-2,1,1920-04-30,1921-11-17
raphael-france,bridges-poetical-works,1,1920-04-30,1921-11-17
raphael-france,moore-lake-2,1,1920-04-30,1921-11-17
raphael-france,moore-hail-farewell,1,1920-04-30,1921-11-17
raphael-france,moore-evelyn-inness,1,1920-04-30,1921-11-17
raphael-france,monro-strange-meetings,1,1920-04-30,1921-11-17
raphael-france,bronte-wuthering-heights,1,1920-04-30,1921-11-17
raphael-france,miscellany-american-unclear,1,1920-04-30,1921-11-17
raphael-france,merrick-paris-laughed-pranks,1,1920-04-30,1921-11-17
raphael-france,p-barnum,1,1920-04-30,1921-11-17
raphael-france,palmer-rudyard-kipling,1,1920-04-30,1921-11-17
raphael-france,pater-greek-studies-series,1,1920-04-30,1921-11-17
raphael-france,pater-marius-epicurean,1,1920-04-30,1921-11-17
raphael-france,richmond-times-literary-supplement,1,1920-04-30,1921-11-17
raphael-france,beresford-h-g-wells,1,1920-04-30,1921-11-17
raphael-france,shaw-unsocial-socialist,1,1920-04-30,1921-11-17
raphael-france,richardson-deadlock-pilgrimage-6,1,1920-04-30,1921-11-17
raphael-france,richardson-backwater-pilgrimage-2,1,1920-04-30,1921-11-17
raphael-france,rice-mrs-wiggs-cabbage,1,1920-04-30,1921-11-17
raphael-france,renaissance-2,1,1920-04-30,1921-11-17
raphael-france,reed-ten-days-shook,1,1920-04-30,1921-11-17
raphael-france,ransome-oscar-wilde-critical,1,1920-04-30,1921-11-17
raphael-france,pound-quia-pauper-amavi,1,1920-04-30,1921-11-17
raphael-france,pound-pavannes-divisions,1,1920-04-30,1921-11-17
raphael-france,pound-lustra,1,1920-04-30,1921-11-17
raphael-france,pound-exultations,1,1920-04-30,1921-11-17
raphael-france,pope-rape-lock,1,1920-04-30,1921-11-17
raphael-france,poe-tales-mystery-imagination,1,1920-04-30,1921-11-17
raphael-france,picked-company,1,1920-04-30,1921-11-17
raphael-france,bisland-life-letters-lafcadio,1,1920-04-30,1921-11-17
raphael-france,richardson-honeycomb-pilgrimage-3,1,1920-04-30,1921-11-17
raphael-france,bennett-married-life,1,1920-04-30,1921-11-17
raphael-france,sinclair-brass-check,1,1920-04-30,1921-11-17
raphael-france,arens-playboy-portfolio-art,1,1920-04-30,1921-11-17
raphael-france,aiken-turns-movies-tales,1,1920-04-30,1921-11-17
raphael-france,wells-salvaging-civilization-probable,1,1920-04-30,1921-11-17
raphael-france,aldrich-hilltop-marne,1,1920-04-30,1921-11-17
raphael-france,anderson-poor-white,1,1920-04-30,1921-11-17
raphael-france,wells-new-worlds-old,1,1920-04-30,1921-11-17
raphael-france,wells-mr-britling-sees,1,1920-04-30,1921-11-17
raphael-france,wells-mankind-making,1,1920-04-30,1921-11-17
raphael-france,wells-love-mr-lewisham,1,1920-04-30,1921-11-17
raphael-france,arnim-caravaners,1,1920-04-30,1921-11-17
raphael-france,smith-treasury-english-prose,1,1920-04-30,1921-11-17
raphael-france,wells-ann-veronica,1,1920-04-30,1921-11-17
raphael-france,arthur-symons,1,1920-04-30,1921-11-17
raphael-france,walt-whitmans-poems,1,1920-04-30,1921-11-17
raphael-france,walpole-joseph-conrad,1,1920-04-30,1921-11-17
raphael-france,walpole-captives-novel-four,1,1920-04-30,1921-11-17
raphael-france,vorse-prestons,1,1920-04-30,1921-11-17
raphael-france,unclear-2,1,1920-04-30,1921-11-17
raphael-france,twain-adventures-huckleberry-finn,1,1920-04-30,1921-11-17
raphael-france,wells-tono-bungay,1,1920-04-30,1921-11-17
raphael-france,west-henry-james,1,1920-04-30,1921-11-17
raphael-france,ade-fables-slang,1,1920-04-30,1921-11-17
raphael-france,wharton-french-ways-meaning,1,1920-04-30,1921-11-17
raphael-france,yeats,1,1920-04-30,1921-11-17
raphael-france,wyllarde-unofficial-honeymoon,1,1920-04-30,1921-11-17
raphael-france,wright-life-walter-pater,1,1920-04-30,1921-11-17
raphael-france,woolf-voyage,1,1920-04-30,1921-11-17
raphael-france,a-e-imaginations-reveries,1,1920-04-30,1921-11-17
raphael-france,woolf-mark-wall,1,1920-04-30,1921-11-17
raphael-france,woolf-kew-gardens,1,1920-04-30,1921-11-17
raphael-france,wodehouse-mutual-child,1,1920-04-30,1921-11-17
raphael-france,witter-bynner,1,1920-04-30,1921-11-17
raphael-france,wilson-martin-schuler,1,1920-04-30,1921-11-17
raphael-france,wilkinson-new-voices-introduction,1,1920-04-30,1921-11-17
raphael-france,wilde-salome,1,1920-04-30,1921-11-17
raphael-france,wilde-profundis,1,1920-04-30,1921-11-17
raphael-france,wilde-happy-prince-tales,1,1920-04-30,1921-11-17
raphael-france,wilde-critic-pall-mall,1,1920-04-30,1921-11-17
raphael-france,whitman-leaves-grass,1,1920-04-30,1921-11-17
raphael-france,whistler-gentle-art-making,1,1920-04-30,1921-11-17
raphael-france,trent-history-american-literature,1,1920-04-30,1921-11-17
raphael-france,thompson-shelley,1,1920-04-30,1921-11-17
raphael-france,barrie-admirable-crichton,1,1920-04-30,1921-11-17
raphael-france,bennett-anna-five-towns,1,1920-04-30,1921-11-17
raphael-france,studio-book-number,1,1920-04-30,1921-11-17
raphael-france,bennett-authors-craft,1,1920-04-30,1921-11-17
raphael-france,strachey-eminent-victorians,1,1920-04-30,1921-11-17
raphael-france,bennett-buried-alive,1,1920-04-30,1921-11-17
raphael-france,stockton-casting-away-mrs,1,1920-04-30,1921-11-17
raphael-france,bennett-denry-audacious,1,1920-04-30,1921-11-17
raphael-france,stevenson-strange-case-dr,1,1920-04-30,1921-11-17
raphael-france,bennett-honeymoon-comedy-three,1,1920-04-30,1921-11-17
raphael-france,stevenson-familiar-studies-men,1,1920-04-30,1921-11-17
raphael-france,stevenson-across-plains,1,1920-04-30,1921-11-17
raphael-france,bennett-literary-taste-form,1,1920-04-30,1921-11-17
raphael-france,squire-selections-modern-poets,1,1920-04-30,1921-11-17
raphael-france,meredith-tragic-comedians-study,1,1920-04-30,1921-11-17
raphael-france,spiritualism,1,1920-04-30,1921-11-17
raphael-france,soviet-russia,1,1920-04-30,1921-11-17
raphael-france,soutar-equality-island,1,1920-04-30,1921-11-17
raphael-france,smith-trivia,1,1920-04-30,1921-11-17
raphael-france,swinburne-selections-algernon-charles,1,1920-04-30,1921-11-17
raphael-france,swinnerton-nocturne,1,1920-04-30,1921-11-17
raphael-france,thackeray-four-georges-english,1,1920-04-30,1921-11-17
raphael-france,belloc-path-rome,1,1920-04-30,1921-11-17
raphael-france,taylor-punch,1,1920-04-30,1921-11-17
raphael-france,tagore-reminiscences,1,1920-04-30,1921-11-17
raphael-france,tagore-nationalism,1,1920-04-30,1921-11-17
raphael-france,tagore-mashi-stories,1,1920-04-30,1921-11-17
raphael-france,tagore-king-dark-chamber,1,1920-04-30,1921-11-17
raphael-france,tagore-hungry-stones-stories,1,1920-04-30,1921-11-17
raphael-france,barrie-kiss-cinderella,1,1920-04-30,1921-11-17
raphael-france,beerbohm-even-now,1,1920-04-30,1921-11-17
raphael-france,tagore-cycle-spring,1,1920-04-30,1921-11-17
raphael-france,synge-well-saints-play,1,1920-04-30,1921-11-17
raphael-france,synge-tinkers-wedding,1,1920-04-30,1921-11-17
raphael-france,synge-riders-sea,1,1920-04-30,1921-11-17
raphael-france,synge-playboy-western-world,1,1920-04-30,1921-11-17
raphael-france,synge-deirdre-sorrows,1,1920-04-30,1921-11-17
raphael-france,beerbohm-zuleika-dobson,1,1920-04-30,1921-11-17
raphael-france,symons-william-blake,1,1920-04-30,1921-11-17
raphael-france,symons-plays-acting-music,1,1920-04-30,1921-11-17
raphael-france,merrick-love-flies-o,1,1920-04-30,1921-11-17
raphael-france,maxwell-better-worse,1,1920-04-30,1921-11-17
raphael-france,meredith-midnight-series-dialogues,1,1920-04-30,1921-11-17
raphael-france,gosse-books-table,1,1920-04-30,1921-11-17
raphael-france,grey-rainbow-trail-romance,1,1920-04-30,1921-11-17
raphael-france,green-short-history-english,1,1920-04-30,1921-11-17
raphael-france,green-filigree-ball-full,1,1920-04-30,1921-11-17
raphael-france,great-adventure,1,1920-04-30,1921-11-17
raphael-france,graves-irish-literary-musical,1,1920-04-30,1921-11-17
raphael-france,gosse-french-profiles,1,1920-04-30,1921-11-17
raphael-france,gosse-father-study-two,1,1920-04-30,1921-11-17
raphael-france,davis-exiles-stories,1,1920-04-30,1921-11-17
raphael-france,goldsmith-vicar-wakefield,1,1920-04-30,1921-11-17
raphael-france,crosfield-love-ancient-days,1,1920-04-30,1921-11-17
raphael-france,goldring-margots-progress,1,1920-04-30,1921-11-17
raphael-france,gold-unclear,1,1920-04-30,1921-11-17
raphael-france,gogh-letters-post-impressionist,1,1920-04-30,1921-11-17
raphael-france,davis-gallagher-stories,1,1920-04-30,1921-11-17
raphael-france,gissing-new-grub-street,1,1920-04-30,1921-11-17
raphael-france,gissing-house-cobwebs,1,1920-04-30,1921-11-17
raphael-france,gissing,1,1920-04-30,1921-11-17
raphael-france,gilmore-air,1,1920-04-30,1921-11-17
raphael-france,haggard-history-adventure,1,1920-04-30,1921-11-17
raphael-france,hammerton-george-meredith-life,1,1920-04-30,1921-11-17
raphael-france,hardy-changed-man,1,1920-04-30,1921-11-17
raphael-france,hardy-collected-poems-thomas,1,1920-04-30,1921-11-17
raphael-france,henry-options,1,1920-04-30,1921-11-17
raphael-france,henry-four-million,1,1920-04-30,1921-11-17
raphael-france,dane-regiment-women,1,1920-04-30,1921-11-17
raphael-france,hearn-glimpses-unfamiliar-japan,1,1920-04-30,1921-11-17
raphael-france,hearn-gleanings-buddha-fields,1,1920-04-30,1921-11-17
raphael-france,hearn-east-reveries-studies,1,1920-04-30,1921-11-17
raphael-france,hazlitt-characters-shakespeares-plays,1,1920-04-30,1921-11-17
raphael-france,harte-idyls-foothills-prose,1,1920-04-30,1921-11-17
raphael-france,harris-uncle-remus-songs,1,1920-04-30,1921-11-17
raphael-france,hardy-tess-durbervilles,1,1920-04-30,1921-11-17
raphael-france,hardy-return-native,1,1920-04-30,1921-11-17
raphael-france,hardy-mayor-casterbridge,1,1920-04-30,1921-11-17
raphael-france,hardy-lifes-little-ironies,1,1920-04-30,1921-11-17
raphael-france,hardy-laodicean-story-day,1,1920-04-30,1921-11-17
raphael-france,hardy-group-noble-dames,1,1920-04-30,1921-11-17
raphael-france,hardy-greenwood-tree,1,1920-04-30,1921-11-17
raphael-france,hardy-desperate-remedies,1,1920-04-30,1921-11-17
raphael-france,gilman-women-economics,1,1920-04-30,1921-11-17
raphael-france,davis-van-bibber-others,1,1920-04-30,1921-11-17
raphael-france,gilbert-bab-ballads,1,1920-04-30,1921-11-17
raphael-france,fiske-destiny-man-viewed,1,1920-04-30,1921-11-17
raphael-france,empty-house,1,1920-04-30,1921-11-17
raphael-france,elton-schoolboys-exiles,1,1920-04-30,1921-11-17
raphael-france,elizabeth-browning,1,1920-04-30,1921-11-17
raphael-france,eliot-sacred-wood-essays,1,1920-04-30,1921-11-17
raphael-france,eastman-liberator,1,1920-04-30,1921-11-17
raphael-france,eastman-enjoyment-poetry,1,1920-04-30,1921-11-17
raphael-france,eastman-colors-life-poems,1,1920-04-30,1921-11-17
raphael-france,eagle-books-general-second,1,1920-04-30,1921-11-17
raphael-france,eagle-books-general-first,1,1920-04-30,1921-11-17
raphael-france,dunsany-tales-wonder,1,1920-04-30,1921-11-17
raphael-france,drinkwater-prose-papers,1,1920-04-30,1921-11-17
raphael-france,dreiser-twelve-men,1,1920-04-30,1921-11-17
raphael-france,dickens-old-curiosity-shop,1,1920-04-30,1921-11-17
raphael-france,dickens-oliver-twist,1,1920-04-30,1921-11-17
raphael-france,dickinson-european-anarchy,1,1920-04-30,1921-11-17
raphael-france,dowson-dilemmas-stories-studies,1,1920-04-30,1921-11-17
raphael-france,douglas-went,1,1920-04-30,1921-11-17
raphael-france,essays-lectures,1,1920-04-30,1921-11-17
raphael-france,fiske-idea-god-affected,1,1920-04-30,1921-11-17
raphael-france,de-la-mare-listeners-poems,1,1920-04-30,1921-11-17
raphael-france,fitzgerald-side-paradise,1,1920-04-30,1921-11-17
raphael-france,georgian-poetry,1,1920-04-30,1921-11-17
raphael-france,george-strangers-wedding-comedy,1,1920-04-30,1921-11-17
raphael-france,gardner-william-blake-man,1,1920-04-30,1921-11-17
raphael-france,de-la-mare-peacock-pie-book,1,1920-04-30,1921-11-17
raphael-france,de-la-mare-poems-1901-1908,1,1920-04-30,1921-11-17
raphael-france,de-lanux-young-france-new,1,1920-04-30,1921-11-17
raphael-france,galsworthy-little-man-satires,1,1920-04-30,1921-11-17
raphael-france,de-quincey-confessions-english-opium,1,1920-04-30,1921-11-17
raphael-france,galsworthy-chancery-forsyte-saga,1,1920-04-30,1921-11-17
raphael-france,galsworthy-addresses-america-1919,1,1920-04-30,1921-11-17
raphael-france,de-quincey-quincey-autobiography,1,1920-04-30,1921-11-17
raphael-france,freud,1,1920-04-30,1921-11-17
raphael-france,frankau-one-us-novel,1,1920-04-30,1921-11-17
raphael-france,deirdre,1,1920-04-30,1921-11-17
raphael-france,foster-coquette-history-eliza,1,1920-04-30,1921-11-17
raphael-france,flexner-prostitution-europe,1,1920-04-30,1921-11-17
raphael-france,flecker-collected-poems-james,1,1920-04-30,1921-11-17
raphael-france,henry-villa-elsa,1,1920-04-30,1921-11-17
raphael-france,crescent-moon,1,1920-04-30,1921-11-17
raphael-france,meredith-lord-ormont-aminta,1,1920-04-30,1921-11-17
raphael-france,cannan-mummery-tale-three,1,1920-04-30,1921-11-17
raphael-france,lodge-survival-man-study,1,1920-04-30,1921-11-17
raphael-france,lodge-modern-problems-discussion,1,1920-04-30,1921-11-17
raphael-france,lionel-johnson,1,1920-04-30,1921-11-17
raphael-france,butler-note-books-samuel,1,1920-04-30,1921-11-17
raphael-france,lincoln-galusha-magnificent,1,1920-04-30,1921-11-17
raphael-france,lewis-tarr,1,1920-04-30,1921-11-17
raphael-france,leacock-nonsense-novels,1,1920-04-30,1921-11-17
raphael-france,lawrence-women-love,1,1920-04-30,1921-11-17
raphael-france,lawrence-lost-girl,1,1920-04-30,1921-11-17
raphael-france,hergesheimer-linda-condon,1,1920-04-30,1921-11-17
raphael-france,lang-cock-lane-common,1,1920-04-30,1921-11-17
raphael-france,cannan-stucco-house,1,1920-04-30,1921-11-17
raphael-france,kipling-poems-stories,1,1920-04-30,1921-11-17
raphael-france,kipling-many-inventions,1,1920-04-30,1921-11-17
raphael-france,cannan-time-eternity-tale,1,1920-04-30,1921-11-17
raphael-france,carpenter-intermediate-sex,1,1920-04-30,1921-11-17
raphael-france,kipling-just-stories,1,1920-04-30,1921-11-17
raphael-france,kipling-jungle-book,1,1920-04-30,1921-11-17
raphael-france,london-adventure,1,1920-04-30,1921-11-17
raphael-france,london-burning-daylight,1,1920-04-30,1921-11-17
raphael-france,london-john-barleycorn,1,1920-04-30,1921-11-17
raphael-france,london-night-born,1,1920-04-30,1921-11-17
raphael-france,meredith-letters-george-meredith,1,1920-04-30,1921-11-17
raphael-france,meredith-evan-harrington,1,1920-04-30,1921-11-17
raphael-france,brooke-1914-poems,1,1920-04-30,1921-11-17
raphael-france,meredith-diana-crossways,1,1920-04-30,1921-11-17
raphael-france,dickinson-meaning-good-dialogue,1,1920-04-30,1921-11-17
raphael-france,masters-spoon-river-anthology,1,1920-04-30,1921-11-17
raphael-france,masefield-tarpaulin-muster,1,1920-04-30,1921-11-17
raphael-france,martin-emmy-lou-book,1,1920-04-30,1921-11-17
raphael-france,margaret-fuller,1,1920-04-30,1921-11-17
raphael-france,mansfield-love-woman,1,1920-04-30,1921-11-17
raphael-france,man-king,1,1920-04-30,1921-11-17
raphael-france,brooks-wine-puritans,1,1920-04-30,1921-11-17
raphael-france,mackenzie-passionate-elopement,1,1920-04-30,1921-11-17
raphael-france,mackenzie-carnival,1,1920-04-30,1921-11-17
raphael-france,burke-limehouse-nights-tales,1,1920-04-30,1921-11-17
raphael-france,lowell-tendencies-modern-american,1,1920-04-30,1921-11-17
raphael-france,london-strength-strong,1,1920-04-30,1921-11-17
raphael-france,chekhov-black-monk,1,1920-04-30,1921-11-17
raphael-france,keynes-economic-consequences-peace,1,1920-04-30,1921-11-17
raphael-france,key-love-marriage,1,1920-04-30,1921-11-17
raphael-france,conrad-twixt-land-sea,1,1920-04-30,1921-11-17
raphael-france,james-house-novel,1,1920-04-30,1921-11-17
raphael-france,conrad-victory-island-tale,1,1920-04-30,1921-11-17
raphael-france,james-american,1,1920-04-30,1921-11-17
